OA,Households_occupied_by_a_lone_parent_and_children,Persons_who_report_poor_health_Limiting_long-term_illness,Employed_persons_aged_ between_16_and_74_who_work_in_the_mining/quarrying/construction_industries,Person_aged_90_and_over,Persons_living_in_a_communal_establishment,Households_who_have_one_fewer_or_less_rooms_than_required,Persons_whose_main_language_is_not_English_and_they_cannot_speak_English_well_or_at all
E00058376,7.894736842,8.13,6.40,1.41,0.00,3.51,0.00
E00058377,3.636363636,23.08,11.90,1.18,0.00,25.45,0.00
E00058378,10.81081081,10.29,14.18,0.37,0.00,1.80,0.37
E00058379,1.801801802,18.27,11.11,3.55,0.00,18.02,0.51
E00058380,3.546099291,12.81,10.53,2.14,0.00,3.55,0.00
E00058381,5.511811024,4.30,7.47,0.66,0.00,3.15,0.33
E00058382,6.106870229,12.32,9.17,1.76,0.00,2.29,0.00
E00058383,5.660377358,2.95,6.75,0.00,0.00,0.47,0.00
E00058384,1.25,4.58,13.41,0.00,0.00,0.00,1.15
E00058385,3.448275862,5.95,5.93,0.79,0.00,0.86,0.40
E00058386,3.755868545,4.42,6.61,0.58,0.00,0.94,0.00
E00058387,4.605263158,6.90,8.60,0.00,0.00,2.63,0.00
E00058388,2.542372881,4.75,8.89,0.00,0.00,0.00,1.58
E00058389,1.058201058,11.93,7.36,4.28,0.00,2.12,0.00
E00058390,3.546099291,2.72,10.50,0.00,0.00,1.42,0.00
E00058391,3.03030303,6.49,4.55,0.52,0.00,6.06,4.42
E00058392,14.51612903,8.98,6.79,0.60,0.00,4.84,0.00
E00058393,13.55932203,15.77,14.42,1.24,0.00,5.93,0.00
E00058394,4.166666667,4.07,6.29,0.81,0.00,5.00,0.81
E00058395,5.960264901,4.97,13.06,0.28,0.00,0.66,0.00
E00058396,4.132231405,6.82,5.10,0.00,0.00,3.31,3.67
E00058397,2.836879433,7.09,8.38,1.27,0.00,4.96,5.82
E00058398,6.976744186,7.23,5.73,0.60,0.00,0.78,2.41
E00058399,12.65822785,8.04,8.89,0.27,0.00,3.80,0.54
E00058400,9.6,7.35,4.23,0.32,0.00,4.00,2.24
E00058401,9.032258065,9.40,6.83,0.28,0.00,9.68,0.00
E00058402,4.444444444,6.12,8.42,0.92,0.00,2.96,0.00
E00058403,6.593406593,11.02,7.58,0.39,10.24,3.30,0.00
E00058404,8.26446281,15.12,10.56,2.33,9.30,2.48,0.00
E00058405,11.40350877,4.48,10.00,0.37,0.00,5.26,0.00
E00058406,3.875968992,5.19,6.25,0.37,0.00,3.88,0.37
E00058407,3.96039604,2.40,6.19,0.22,0.00,4.46,0.00
E00058408,2.777777778,5.86,7.57,0.37,0.00,5.56,0.37
E00058409,1.652892562,7.23,2.13,0.94,0.00,0.83,4.72
E00058410,6,4.30,9.15,0.39,0.00,2.00,0.00
E00058411,10.74380165,6.47,9.49,0.32,0.00,4.13,0.32
E00058412,10,7.69,10.60,0.00,0.00,2.50,0.67
E00058413,3.105590062,8.42,11.11,0.00,0.00,8.07,0.00
E00058414,3.787878788,21.90,7.62,2.19,0.00,3.03,0.36
E00058415,11.02362205,10.26,5.26,2.85,5.41,3.94,3.13
E00058416,6.37254902,2.87,7.19,0.00,0.00,9.80,0.22
E00058417,5.714285714,3.25,8.67,0.72,1.08,9.29,1.08
E00058418,3.225806452,6.15,6.06,1.23,0.00,5.65,3.38
E00058419,6.666666667,4.23,7.26,0.33,0.00,2.50,0.33
E00058420,4.310344828,5.98,6.90,1.28,0.00,9.48,1.28
E00058421,5.185185185,12.67,6.88,1.67,6.67,9.63,0.00
E00058422,9.160305344,2.37,6.84,0.00,0.00,9.92,0.68
E00058423,4.109589041,4.00,12.00,1.00,0.00,12.33,0.33
E00058424,6.722689076,4.68,4.17,0.43,0.00,13.45,0.00
E00058425,7.5,7.00,3.26,0.00,0.00,3.75,3.50
E00058426,2.877697842,5.77,9.36,0.00,0.00,2.88,2.62
E00058427,4.273504274,6.01,4.85,0.00,0.00,3.42,3.60
E00058428,4.424778761,5.90,2.92,0.00,0.00,3.54,3.93
E00058429,8.653846154,9.28,8.59,0.00,0.00,2.88,5.50
E00058430,3.174603175,8.26,3.82,1.77,0.00,4.76,5.90
E00058431,2.884615385,7.52,4.92,0.38,0.00,5.77,2.63
E00058432,2.608695652,15.98,11.83,2.28,0.00,4.35,0.91
E00058433,3.787878788,7.50,8.55,0.36,0.00,3.79,0.00
E00058434,3.053435115,9.35,3.55,0.65,0.00,3.82,3.87
E00058435,9.6,5.32,7.30,0.71,0.00,0.80,0.35
E00058436,6.722689076,4.71,8.18,1.09,0.00,2.52,0.72
E00058437,4.807692308,7.08,8.67,1.33,0.00,0.00,0.00
E00058438,8.474576271,7.52,11.59,0.75,0.00,9.32,0.00
E00058439,3.738317757,10.41,3.31,1.36,0.00,4.67,0.45
E00058440,7.207207207,7.89,5.60,0.38,0.00,2.70,0.38
E00058441,3.428571429,12.83,3.13,1.17,0.00,7.43,0.00
E00058442,3.076923077,3.60,3.75,0.00,0.00,5.38,0.00
E00058443,6.870229008,9.57,7.22,0.71,0.00,3.82,0.00
E00058444,7.746478873,6.72,5.26,0.28,0.00,3.52,0.28
E00058445,5.384615385,5.64,4.40,0.94,0.00,0.77,0.00
E00058446,5.46875,3.09,6.11,0.00,0.00,0.78,0.34
E00058447,3.409090909,6.65,6.19,0.27,0.00,2.27,0.00
E00058448,4,7.69,7.41,0.00,0.00,0.00,0.00
E00058449,6.081081081,3.22,8.33,0.80,0.27,3.38,0.00
E00058450,1.886792453,4.61,13.38,0.00,0.00,1.89,1.42
E00058451,3.90625,4.23,6.79,0.38,0.00,0.78,0.38
E00058452,6.077348066,3.70,9.83,0.26,0.00,7.73,0.26
E00058453,3.097345133,4.88,6.25,0.26,0.00,3.98,0.26
E00058454,5.142857143,3.44,4.67,0.26,0.00,3.43,0.26
E00058455,0,4.93,8.70,0.00,0.00,2.94,0.00
E00058456,2.23880597,6.32,8.23,1.05,0.00,1.49,0.00
E00058457,8.270676692,6.74,8.78,0.00,0.00,3.76,0.00
E00058458,5.416666667,2.61,8.28,0.00,0.00,11.25,0.00
E00058459,2.985074627,6.64,6.92,0.00,0.00,18.66,0.47
E00058460,0.980392157,5.77,13.85,0.48,0.00,0.00,0.00
E00058461,5.128205128,8.37,13.01,0.40,0.00,2.56,0.00
E00058462,2.380952381,3.64,5.65,0.36,0.00,11.90,0.00
E00058463,10.6557377,12.87,9.52,0.74,0.00,4.10,0.00
E00058464,1.481481481,8.12,12.96,0.65,0.00,1.48,0.00
E00058465,4.580152672,5.73,4.93,0.00,0.00,1.53,0.00
E00058466,13.84615385,5.43,15.12,0.00,0.00,7.69,0.54
E00058467,8.490566038,2.14,13.04,0.00,0.00,2.83,0.00
E00058468,4.225352113,5.78,10.80,0.61,0.00,3.52,0.00
E00058469,3.726708075,5.40,11.83,0.28,0.00,6.83,0.00
E00058470,8.974358974,3.23,11.90,0.00,0.00,2.56,1.89
E00058471,9.090909091,18.38,5.68,1.47,0.00,5.30,0.37
E00058472,5.298013245,5.06,10.90,0.28,0.00,0.66,0.00
E00058473,10.32258065,14.10,11.72,0.00,0.00,1.94,0.64
E00058474,10.34482759,15.82,4.44,0.34,0.00,4.83,0.00
E00058475,7.547169811,8.98,10.78,0.62,0.00,5.66,0.31
E00058476,6.201550388,6.16,12.68,0.34,0.00,1.55,0.34
E00058477,1.680672269,11.90,9.03,1.36,8.16,4.20,0.34
E00058478,3.409090909,4.15,7.98,0.26,0.00,4.55,0.78
E00058479,9.848484848,4.53,12.97,0.32,0.00,3.79,0.00
E00058480,0.833333333,4.11,9.66,0.68,0.00,4.17,2.05
E00058481,6.504065041,11.03,4.84,0.76,0.00,3.25,0.00
E00058482,2.255639098,7.74,7.19,3.72,10.84,5.26,0.62
E00058484,8.653846154,6.25,11.51,1.84,0.00,4.81,0.00
E00058485,1.342281879,22.30,10.08,5.76,14.39,6.04,0.72
E00058486,9.271523179,7.54,9.49,0.25,0.00,1.32,2.01
E00058487,3.846153846,4.53,11.59,0.32,0.00,1.54,0.00
E00058488,6.617647059,5.14,8.20,0.00,0.00,0.74,0.00
E00058489,6.766917293,8.52,4.70,0.00,0.00,7.52,0.00
E00058490,11.94968553,11.29,6.54,0.81,0.00,5.03,0.00
E00058491,7.438016529,8.95,5.67,0.31,0.00,4.13,0.62
E00058492,3.278688525,8.53,6.37,2.40,4.27,8.20,0.27
E00058493,4.8,7.12,7.09,1.12,0.75,7.20,1.87
E00058494,1.62601626,25.97,18.87,7.73,0.00,4.07,0.00
E00058495,2.75862069,14.23,10.94,1.50,0.00,2.07,0.00
E00058496,7.03125,4.75,10.33,0.00,0.00,3.13,0.00
E00058497,5.594405594,8.20,5.61,0.53,0.00,5.59,1.85
E00058498,6.666666667,6.75,11.24,0.92,0.00,6.67,0.00
E00058499,3.846153846,6.60,10.69,0.69,0.00,0.77,0.35
E00058500,7.317073171,10.32,8.73,0.00,0.00,4.07,2.58
E00058501,13.57142857,3.65,9.29,0.00,0.00,5.00,0.33
E00058502,3.846153846,6.14,9.82,0.34,0.00,1.54,0.00
E00058503,2.34375,3.14,12.99,0.00,0.00,3.13,0.00
E00058504,6.569343066,2.92,9.50,0.29,0.00,2.19,0.29
E00058505,7.317073171,8.79,13.38,0.73,0.00,1.63,0.00
E00058506,8.870967742,6.69,8.89,0.00,0.00,5.65,0.00
E00058507,4.411764706,5.83,11.66,0.31,0.00,1.47,0.31
E00058508,0.877192982,8.80,8.77,0.35,19.72,2.63,2.46
E00058509,9.160305344,20.26,5.71,0.00,0.00,6.87,1.32
E00058510,6.140350877,10.71,17.12,0.79,0.00,2.63,0.00
E00058511,7.518796992,8.43,9.14,0.00,0.00,5.26,0.00
E00058512,5.109489051,6.88,11.48,0.00,0.00,1.46,0.29
E00058513,11.57894737,3.89,7.95,0.00,0.00,15.79,0.35
E00058514,18.62745098,8.09,5.31,0.00,0.00,6.86,0.37
E00058515,2.608695652,10.80,16.96,0.80,0.00,0.87,0.80
E00058516,9.183673469,17.76,7.50,0.93,0.00,8.16,0.00
E00058517,23.57142857,9.14,6.72,0.86,1.43,14.29,0.57
E00058518,5.405405405,3.81,4.79,0.00,0.00,1.80,0.00
E00058519,13.40206186,10.95,10.29,0.95,0.00,7.22,0.00
E00058520,8.256880734,5.91,9.52,0.49,0.00,5.50,0.99
E00058521,5.223880597,7.96,6.83,1.38,0.00,8.21,0.00
E00058522,8.771929825,10.00,7.37,0.80,0.00,7.02,1.20
E00058523,13.08411215,4.28,11.36,0.00,0.00,5.61,0.78
E00058524,17.5,6.57,7.23,0.00,0.00,15.00,0.47
E00058525,4.032258065,5.66,14.01,0.38,0.00,8.06,0.38
E00058526,2.142857143,5.25,9.09,0.66,0.00,2.86,0.00
E00058527,2.362204724,5.92,10.98,0.00,1.18,1.57,0.30
E00058528,9.803921569,9.50,8.00,0.00,0.00,4.90,0.00
E00058529,2.4,7.91,9.32,0.72,0.00,4.80,0.00
E00058530,0,28.90,6.67,4.05,0.00,8.40,0.00
E00058531,20.58823529,10.04,10.11,0.00,0.00,9.80,0.40
E00058532,10.37735849,7.92,7.81,0.83,0.00,5.66,0.83
E00058533,2.5,9.86,9.59,4.42,12.59,5.00,0.34
E00058534,1.342281879,25.35,10.14,6.10,0.00,11.41,0.00
E00058535,4.6875,16.72,7.89,6.02,12.37,6.25,0.00
E00058536,3.418803419,5.26,12.88,1.88,0.00,1.71,1.13
E00058537,4.237288136,6.90,8.00,0.34,0.00,0.85,0.00
E00058538,3.703703704,13.71,6.92,0.93,0.00,5.56,0.62
E00058539,22.31404959,10.58,3.33,0.00,0.00,9.09,0.00
E00058540,15.68627451,11.03,7.56,0.37,0.00,7.84,0.00
E00058541,24.59016393,8.05,3.26,0.00,0.00,13.11,1.24
E00058543,9.677419355,10.08,7.62,0.81,0.00,10.48,1.61
E00058544,25.98870056,5.96,1.86,0.17,0.00,14.12,2.90
E00058545,12.40875912,14.44,12.22,0.36,0.00,25.55,1.81
E00058546,10.1010101,10.30,6.00,0.61,0.00,47.47,1.21
E00058547,6.611570248,13.96,15.65,1.95,6.82,4.13,0.00
E00058548,19.10828025,10.59,6.12,0.26,0.00,12.10,1.81
E00058549,19.71830986,11.68,10.92,0.00,0.00,9.86,0.90
E00058550,22.04724409,10.41,7.32,0.74,0.00,14.17,0.00
E00058551,2.976190476,14.59,12.07,1.59,0.00,5.95,0.27
E00058552,16.57142857,6.46,3.68,0.00,0.00,13.71,3.93
E00058554,12.38938053,8.24,4.88,1.18,0.00,0.88,0.00
E00058555,13.04347826,11.16,10.31,0.00,0.00,8.15,3.57
E00058556,13.15789474,6.72,14.49,0.00,0.00,3.51,0.37
E00058557,15.32258065,8.26,4.67,0.83,0.00,3.23,0.83
E00058558,10.49382716,10.68,7.48,0.00,0.00,4.32,2.34
E00058559,14.16666667,5.19,10.87,0.35,0.00,6.67,1.04
E00058561,18.75,8.98,2.17,0.00,0.00,14.58,1.56
E00058562,10.71428571,17.87,11.50,0.76,0.00,8.57,0.00
E00058563,12.19512195,13.10,7.59,0.40,0.00,11.38,2.78
E00058564,16.4556962,10.98,4.08,0.23,0.00,7.59,1.83
E00058565,8.108108108,6.67,3.75,0.51,0.00,16.22,1.54
E00058566,15.83333333,7.36,9.26,0.00,0.00,8.33,3.01
E00058567,22.58064516,4.50,3.64,0.30,0.00,10.97,1.50
E00058568,15.32258065,8.11,3.09,0.39,0.00,6.45,7.34
E00058571,34.64566929,7.30,7.14,0.00,0.00,12.60,2.27
E00058572,12.57142857,10.43,7.18,0.43,0.00,7.43,2.77
E00058573,17.46031746,13.58,7.76,0.99,0.00,8.73,0.33
E00058574,13.74045802,5.73,5.96,0.32,0.00,11.45,3.50
E00058575,7.291666667,22.54,3.77,0.00,0.00,6.25,0.00
E00058576,16.32653061,10.10,3.64,0.00,0.00,12.93,3.37
E00058577,6.976744186,10.40,9.21,0.34,0.00,8.53,1.01
E00058578,25,6.91,7.14,0.00,0.00,15.38,2.91
E00058579,14.5631068,12.17,5.71,0.87,0.00,11.65,3.48
E00058580,25.58139535,11.71,4.04,0.63,0.00,16.28,1.27
E00058581,6.666666667,19.32,7.08,0.34,0.00,10.37,2.03
E00058583,8.035714286,23.95,4.17,1.80,0.00,12.50,1.20
E00058585,15.78947368,6.25,5.62,0.42,0.00,11.40,6.25
E00058586,15.78947368,9.20,12.86,0.57,0.00,6.32,2.30
E00058587,20,10.10,4.00,0.00,0.00,10.48,4.55
E00058588,10.07751938,9.40,6.88,0.63,0.00,3.10,0.00
E00058589,15.7480315,12.93,10.57,0.63,0.00,7.09,0.32
E00058590,16.90140845,9.82,10.79,0.60,0.00,6.34,0.60
E00058591,13.70967742,13.10,3.85,0.00,0.00,10.48,1.75
E00058592,25.73529412,7.29,6.20,0.00,0.00,8.82,1.22
E00058593,27.55905512,7.84,6.32,0.00,0.00,11.02,2.94
E00058594,17.98561151,12.91,7.89,0.33,0.00,10.79,0.99
E00058595,14.28571429,6.83,12.69,1.08,0.00,2.68,0.00
E00058596,12.30769231,7.90,12.41,0.69,0.00,10.77,1.03
E00058597,28.36879433,13.73,3.13,0.00,0.00,14.18,1.68
E00058598,25.96153846,5.15,5.61,0.00,0.00,3.85,0.43
E00058599,13.28125,5.76,6.33,0.34,0.00,9.38,0.00
E00058600,13.23529412,10.86,14.71,1.50,0.00,8.09,1.50
E00058601,5.673758865,7.83,7.08,0.00,0.00,2.13,0.00
E00058602,8,10.51,7.89,0.36,0.00,2.40,0.72
E00058603,1.652892562,11.69,10.00,0.81,0.00,0.83,0.81
E00058604,2.521008403,5.19,12.12,0.74,0.00,0.00,0.00
E00058605,1.333333333,7.91,10.56,1.27,0.00,1.33,0.00
E00058606,2.380952381,12.57,8.60,4.00,8.86,0.79,0.29
E00058607,7.142857143,3.45,4.47,0.00,0.00,0.00,0.25
E00058608,22.30769231,8.94,6.54,0.54,0.00,6.92,0.00
E00058609,5.072463768,3.02,10.28,0.00,0.00,2.90,0.00
E00058610,1.324503311,7.12,13.13,0.28,0.00,3.31,0.28
E00058611,16.78832117,12.30,6.78,0.26,0.00,8.03,0.26
E00058612,13.38582677,10.28,4.90,0.35,0.00,5.51,0.00
E00058613,0.892857143,6.73,9.09,0.00,7.05,0.00,0.00
E00058614,6.451612903,10.69,10.92,3.45,8.28,3.23,1.03
E00058616,2.142857143,12.77,7.75,0.62,0.00,1.43,0.00
E00058618,9.6,10.25,12.90,0.31,0.00,0.00,0.00
E00058619,18.03278689,17.61,7.00,1.76,0.00,8.20,0.00
E00058620,8.219178082,13.65,11.20,0.34,0.00,3.42,0.34
E00058621,7.936507937,6.30,8.26,0.39,0.00,4.76,0.00
E00058622,6.779661017,12.72,10.19,0.88,0.00,10.17,0.44
E00058623,7.751937984,6.43,10.31,0.00,0.00,0.00,0.00
E00058624,4.166666667,10.63,14.29,2.36,0.00,0.83,0.00
E00058625,5.785123967,4.11,10.06,1.03,0.00,3.31,0.00
E00058626,6.896551724,4.33,6.45,0.00,0.00,3.45,0.00
E00058627,6.306306306,12.87,11.65,0.99,0.00,9.01,0.50
E00058628,6.504065041,6.17,16.00,0.32,0.00,4.07,1.62
E00058629,1.639344262,12.64,6.25,1.49,0.00,3.28,0.37
E00058630,3.676470588,10.76,12.10,0.87,0.00,0.74,0.29
E00058631,7.627118644,9.36,6.45,1.70,1.70,4.24,0.00
E00058632,15,14.39,12.50,0.38,0.00,5.00,0.38
E00058633,4.444444444,10.42,11.04,0.30,0.00,4.44,0.30
E00058634,12.93103448,25.00,9.30,7.33,14.22,6.90,0.00
E00058635,9.448818898,10.42,10.26,1.16,0.00,5.51,0.39
E00058636,4.87804878,9.86,7.84,0.70,0.00,1.63,0.70
E00058637,1.515151515,9.15,10.27,0.34,0.00,2.27,0.34
E00058638,2.34375,9.57,8.55,0.71,0.00,0.00,0.35
E00058639,6.299212598,0.85,7.62,0.28,0.00,1.57,1.69
E00058640,3.448275862,6.40,8.09,0.29,0.00,0.69,1.16
E00058641,4.090909091,7.83,9.89,0.40,0.00,4.55,0.00
E00058642,1.459854015,9.80,15.87,0.68,0.00,0.73,0.00
E00058643,5.426356589,10.88,8.70,0.68,0.00,1.55,0.00
E00058644,7.826086957,7.60,5.43,0.40,0.00,2.61,0.40
E00058646,11.50442478,7.09,11.18,0.37,0.00,1.77,0.37
E00058647,9.230769231,11.42,10.08,0.69,0.00,3.08,0.00
E00058648,14.41441441,6.25,7.43,0.00,0.00,4.50,0.00
E00058649,9.77443609,14.06,7.38,1.25,0.00,6.02,0.00
E00058650,5.172413793,10.04,5.43,1.54,0.00,0.86,0.00
E00058651,3.636363636,6.29,6.25,0.00,0.00,4.55,0.00
E00058652,5.945945946,6.00,9.73,0.48,0.00,3.24,0.24
E00058653,8.661417323,7.87,9.64,0.33,0.00,5.51,0.33
E00058654,5.309734513,3.85,12.42,0.35,0.00,1.77,0.00
E00058655,10.12658228,19.28,12.50,1.20,0.00,5.06,0.00
E00058656,2.5,5.36,7.05,0.00,0.00,0.00,0.36
E00058657,3.389830508,9.41,11.21,1.18,0.00,0.85,0.00
E00058658,4.237288136,15.42,9.38,1.58,0.00,0.85,0.00
E00058659,17.6,11.79,7.27,0.76,0.00,5.60,0.00
E00058660,10.16949153,6.86,9.56,0.72,0.00,5.08,0.00
E00058661,6.504065041,23.11,5.77,1.99,0.00,0.81,0.00
E00058662,8.870967742,8.33,13.16,0.79,0.00,6.45,0.40
E00058663,16.52173913,14.71,9.28,0.00,0.00,6.96,0.74
E00058664,5.633802817,8.18,8.50,0.00,0.00,4.23,0.00
E00058665,8.196721311,14.98,5.08,2.09,0.00,6.56,0.70
E00058666,1.739130435,7.78,10.24,0.00,0.00,0.00,0.00
E00058667,7.619047619,22.41,12.20,2.30,0.00,8.57,0.57
E00058668,5.847953216,4.72,6.84,0.52,0.00,4.09,0.52
E00058669,15.60283688,8.66,10.49,0.60,0.00,4.96,1.19
E00058670,10,10.60,8.13,0.33,0.00,9.17,0.00
E00058671,2.580645161,23.50,1.32,7.50,18.25,1.94,0.75
E00058672,2.173913043,4.56,6.03,0.80,0.00,2.17,0.80
E00058673,2.5,3.53,3.68,0.32,0.00,0.00,0.32
E00058674,3.100775194,12.38,4.63,0.48,0.00,31.78,1.43
E00058675,4.761904762,23.78,5.26,9.79,15.73,11.90,0.00
E00058676,4.8,8.22,4.29,0.33,5.26,4.00,1.32
E00058677,5.6,9.54,4.91,3.38,6.46,1.60,4.00
E00058678,7.086614173,6.72,8.97,1.03,0.00,8.66,4.39
E00058679,6.666666667,4.00,5.65,0.17,0.00,7.22,5.00
E00058680,4.132231405,5.15,6.45,0.00,0.00,2.48,1.03
E00058681,4.026845638,2.41,4.85,0.24,0.00,4.70,1.69
E00058682,2.976190476,4.93,6.56,0.23,0.00,6.55,1.64
E00058683,5.64516129,9.46,8.47,0.90,0.00,2.42,0.45
E00058684,4.166666667,11.41,4.52,0.30,0.00,4.17,0.60
E00058685,4.964539007,3.98,1.44,0.00,0.00,15.60,0.31
E00058686,2.666666667,4.70,3.48,2.23,4.70,4.00,0.74
E00058687,2.702702703,4.22,3.98,0.32,0.97,1.80,0.65
E00058688,7.894736842,18.15,4.90,5.14,11.30,5.26,1.71
E00058689,5.583756345,11.05,4.32,3.68,0.00,9.14,3.40
E00058690,1.515151515,2.78,5.33,0.00,1.54,2.27,1.23
E00058691,2.205882353,4.31,3.98,1.44,4.89,11.03,0.00
E00058692,4.672897196,4.86,10.34,0.35,0.00,0.00,0.35
E00058693,2.43902439,6.38,3.03,0.29,0.00,0.81,0.87
E00058694,3.703703704,8.71,5.26,0.41,0.00,0.74,0.00
E00058695,4.672897196,5.02,5.07,0.42,0.00,1.87,0.00
E00058696,4.615384615,5.93,3.05,0.40,0.00,0.77,0.00
E00058697,3.921568627,10.90,2.22,0.95,0.00,5.88,1.90
E00058698,7.299270073,5.68,6.63,0.00,0.00,2.92,3.13
E00058699,2.158273381,3.51,7.61,0.00,0.00,1.44,0.54
E00058700,2.912621359,10.62,3.45,1.47,0.00,1.94,1.83
E00058701,4.47761194,5.10,5.08,1.02,0.00,3.73,3.32
E00058702,20.16806723,11.52,9.09,0.00,0.00,5.88,1.12
E00058703,6.993006993,10.87,4.52,3.53,7.88,6.29,1.90
E00058704,3.937007874,12.68,4.32,4.51,9.86,0.79,1.13
E00058705,1.754385965,7.98,2.80,0.00,0.61,44.74,3.68
E00058706,5.263157895,5.93,11.02,0.85,0.00,1.75,0.42
E00058707,9.489051095,6.25,3.61,0.60,0.00,4.38,3.27
E00058708,4.6875,11.56,4.79,2.42,5.91,1.56,1.34
E00058709,7.407407407,4.73,3.75,0.63,1.58,4.63,4.42
E00058710,5.263157895,5.96,5.33,0.35,0.00,2.63,4.91
E00058711,7.894736842,4.35,4.00,0.36,0.00,7.89,1.09
E00058712,7.518796992,8.41,5.29,0.97,0.00,0.75,0.65
E00058713,7.086614173,5.48,4.38,0.00,0.00,3.94,2.58
E00058714,5.982905983,5.19,4.46,0.00,0.00,7.69,9.02
E00058715,7.352941176,3.67,10.00,0.49,0.00,5.15,4.40
E00058716,3.278688525,5.96,4.85,0.52,0.00,3.28,5.96
E00058717,7.633587786,9.49,2.81,0.00,0.00,18.32,11.48
E00058718,6.504065041,8.05,7.89,0.57,0.00,7.32,5.17
E00058719,5.511811024,6.24,7.27,0.46,0.00,10.24,11.09
E00058720,9.756097561,7.76,8.24,0.22,0.00,10.57,10.78
E00058721,3.448275862,6.19,4.07,1.55,0.00,4.83,0.93
E00058722,20.75471698,13.88,6.10,0.48,0.00,8.49,0.00
E00058723,2.189781022,5.50,3.80,0.00,0.00,1.46,1.29
E00058724,8.333333333,1.97,2.79,0.00,0.00,2.78,0.98
E00058725,4.62962963,4.72,5.93,2.83,0.00,2.78,0.47
E00058726,3.418803419,28.64,3.64,8.45,15.96,5.13,1.88
E00058727,3.539823009,1.58,3.57,0.00,0.00,0.00,0.63
E00058728,0.833333333,5.59,4.46,1.68,0.00,5.83,0.56
E00058729,1.639344262,4.41,4.08,0.37,0.00,3.28,0.37
E00058730,2.150537634,5.00,3.39,0.42,0.00,0.00,0.00
E00058731,1.98019802,4.30,4.72,1.08,2.87,0.99,0.36
E00058732,3.418803419,3.12,2.40,0.31,0.00,0.85,1.56
E00058733,1,4.10,7.87,1.12,0.00,3.00,0.75
E00058734,1.526717557,3.92,2.76,0.26,0.00,2.29,1.57
E00058735,4.347826087,3.07,9.35,1.75,0.00,1.74,0.44
E00058736,4.861111111,3.90,7.03,0.60,0.00,3.47,0.90
E00058737,2.272727273,3.51,7.14,0.00,0.00,4.55,0.00
E00058738,3.47826087,7.36,4.88,0.39,0.00,0.00,0.00
E00058739,4.464285714,6.50,8.94,1.63,0.00,0.89,0.00
E00058740,5.128205128,3.48,7.94,0.00,0.00,0.00,0.35
E00058741,14.28571429,17.42,5.45,0.65,0.00,7.94,1.29
E00058742,6.4,6.25,12.28,0.31,0.00,3.20,0.00
E00058743,25.86206897,13.31,6.49,0.00,0.00,16.38,0.00
E00058744,32.11678832,8.68,5.45,0.00,0.00,12.41,0.87
E00058745,19.2,17.03,6.25,0.63,0.00,15.20,4.10
E00058746,35.9223301,5.54,11.11,0.00,0.00,7.77,1.23
E00058747,5.128205128,6.84,10.90,0.33,0.00,1.71,0.00
E00058748,29.03225806,9.52,8.99,0.00,0.00,12.90,0.00
E00058749,14.92537313,9.77,14.86,0.57,0.00,7.46,0.57
E00058750,13.04347826,10.59,6.36,0.85,0.00,10.43,0.00
E00058751,5.217391304,28.99,2.08,1.78,0.00,5.22,1.18
E00058752,13.60544218,19.77,3.39,1.14,0.00,10.88,0.38
E00058753,25.53191489,11.61,11.35,0.53,0.00,12.06,1.58
E00058754,7.258064516,11.61,11.71,1.12,0.00,6.45,0.37
E00058755,20.15503876,10.15,6.19,0.31,0.00,12.40,0.31
E00058756,25,11.01,7.79,0.44,0.00,13.04,0.44
E00058757,4.444444444,17.00,7.69,1.58,0.00,5.93,0.40
E00058759,23.59550562,8.85,6.41,0.00,0.00,12.36,0.00
E00058760,5.309734513,11.43,0.00,0.00,0.00,11.50,3.43
E00058761,14.08450704,9.60,10.13,0.51,0.00,15.49,1.52
E00058762,32.53968254,7.58,7.21,0.28,0.00,11.11,1.40
E00058764,13.70967742,8.79,11.51,0.33,0.00,9.68,0.33
E00058765,8.26446281,8.93,8.21,0.00,0.00,5.79,0.34
E00058766,42.53731343,8.58,4.94,0.00,0.00,10.45,0.74
E00058767,4.651162791,8.39,11.11,1.61,0.00,1.55,0.00
E00058768,7.633587786,16.13,2.06,0.00,0.00,11.45,0.40
E00058769,28.18791946,7.26,8.05,0.00,0.00,11.41,0.00
E00058770,8.26446281,11.74,8.85,0.00,0.00,11.57,0.00
E00058771,5.511811024,5.36,8.65,0.60,0.00,4.72,0.00
E00058772,5,6.91,9.09,0.81,0.00,3.00,0.00
E00058773,11.71171171,13.82,7.07,0.92,0.00,5.41,0.46
E00058774,13.2231405,9.13,11.01,0.83,0.00,5.79,0.83
E00058775,21.10091743,4.33,6.87,0.00,0.00,11.01,0.67
E00058776,21.91780822,7.98,5.04,0.57,0.00,8.22,0.57
E00058777,15.15151515,4.55,15.50,0.00,0.00,6.06,1.24
E00058778,12.39669421,12.83,5.81,0.38,0.00,8.26,0.38
E00058779,13.76146789,10.56,12.61,0.35,0.00,11.93,0.35
E00058780,14,12.46,9.68,0.00,0.00,10.00,0.29
E00058781,25.73529412,5.88,5.71,0.00,0.00,22.06,2.61
E00058782,17.1875,11.60,6.19,1.37,0.00,8.59,0.00
E00058783,10.6557377,11.03,8.57,0.69,0.00,7.38,0.34
E00058784,13.92405063,16.44,6.93,1.01,0.00,5.70,1.01
E00058785,7.80141844,21.43,8.22,0.48,0.00,9.22,0.48
